"Compound Name" Mass RT K-1 K-10 K-11 K-12 K-13 K-14 K-15 K-16 K-17 K-18 K-19 K-2 K-20 K-21 K-22 K-23 K-24 K-25 K-26 K-27 K-28 K-29 K-3 K-30 K-4 K-5 K-6 K-7 K-8 K-9 12V0a 13V0 14V0 15V0 16V0 10V0 17V0 11V0 18V0 19V0 20V0 22V0 23V0 24V0 26V0 12V0B 27V0 28V0 29V0 30V0 32V0 25V0 33V0 34V0 35V0 39V0 38V0 36V0 40V0 QC_1 QC_10 QC_11 QC_12 QC_2 QC_3 QC_4 QC_5 QC_6 QC_7 QC_8 QC_9 ...75 "K - controls"
774.4624@8.07 774.4624 8.07 240418.6186 227946.5235 214437.657 274251.8536 174602.4937 211342.8912 280614.1381 166910.9716 137447.483 156690.8008 273688.4986 77198.36699 217305.1012 169951.3682 259033.6871 263349.1129 245550.1287 212535.7808 228922.1476 222920.0862 180014.7439 203426.6023 247873.2545 355798.685 240625.4905 172353.6155 289411.1863 400407.9725 213989.1703 163947.3243 159352.7791 217056.0714 88587.49475 164336.9864 245364.111 122302.1261 163531.7038 112314.7154 285415.549 191210.5823 198064.5018 179825.8951 196427.4228 216312.39 168523.8934 164995.4747 235429.3106 153699.057 153432.5439 151582.1809 269517.2689 204989.9628 288505.7246 165332.6485 190531.2977 238965.773 183567.4964 104564.0986 271826.5104 201290.0013 197998.8189 202570.9807 195091.7064 203666.6706 187559.6003 169764.3151 202114.2587 198451.5317 187043.0397 199493.2088 196404.5998 NA NA
775.5516@10.52 775.5516 10.52 151062.4807 213403.1092 166437.3134 231439.4789 153379.5508 172490.2205 172111.5582 228653.5027 204935.9334 145630.2396 128789.7502 133889.9056 201539.3988 107916.8452 147907.4625 248464.5587 129740.3482 129835.1749 228168.8936 181713.4812 168362.2755 202911.9095 183325.135 171377.4183 141478.0074 106095.5748 225064.7497 239003.5751 139270.1553 127709.3824 99969.8354 197354.8385 174894.7847 106447.6867 164158.8748 228721.3325 200620.4741 257312.9889 229858.5933 166259.8364 166718.7176 183986.8809 182647.7953 169047.739 105090.9143 137619.8556 204538.2137 136004.5693 189111.4886 199080.7482 144632.804 191127.6199 278456.9699 201787.3262 119791.71 164831.3648 128250.3154 155203.6899 165599.0595 153038.4332 164493.7919 154522.0041 152406.2743 165313.6937 148627.5526 154322.198 144666.0472 152605.6004 169065.4468 186084.8428 180454.1533 NA NA
775.5711@9.54 775.5711 9.54 60506.37157 106591.2232 97408.55286 238720.4911 172599.8983 47655.64827 228778.0396 36437.73042 87862.75161 184330.2278 194614.1798 126453.0942 82106.56588 108178.3897 0 222935.0413 236562.9346 262463.0499 0 110466.457 225785.8024 153678.9194 234914.5837 186278.3256 164369.5997 121972.4765 162132.3308 0 197619.8248 192876.1243 195365.8609 198445.3998 163686.628 93876.40151 241718.7073 156775.1868 164327.1646 207758.4728 0 164418.1343 105116.5186 42558.54592 157832.5376 229067.1146 77548.85256 82461.87235 244734.7069 158820.868 178920.2393 168154.4266 71250.80037 161939.3671 162464.2678 0 0 153286.8028 86045.19404 181222.3126 0 79058.82205 154579.8095 0 207485.1383 159483.0803 0 159807.7531 159822.0796 187073.3459 128751.2961 56163.06687 172900.0829 NA NA
776.4622@8.07 776.4622 8.07 91136.3441 89395.02292 88606.08286 105817.1507 72084.45539 84341.21055 107387.9564 70203.56276 59482.7588 67857.08229 100354.8139 31975.15611 88390.21739 64296.63225 99676.96157 97053.7887 91105.15317 88199.63471 80935.97609 89401.30437 77288.93329 78020.53066 96536.56796 125920.4765 101793.6584 75610.77605 107802.7094 139545.7139 70448.49684 78568.91658 70445.73296 87247.23009 42853.98947 70156.37127 90975.41166 52831.52967 69669.59263 44591.48763 113917.9281 71739.7646 65140.94573 64085.05589 75319.76611 80866.37789 63998.28137 65608.91573 84357.84834 65451.17739 69728.57463 65500.22705 102261.3792 74397.45879 103521.3791 70704.19604 67228.88275 86757.45496 67725.89234 50531.57713 104051.3444 71322.31267 70546.67212 71368.62872 77146.91119 76147.88506 73305.86688 67259.78481 62406.94964 76273.76846 70769.44404 79695.58109 79928.18645 NA NA
776.5651@8.04 776.5651 8.04 60501.86571 62636.22298 63769.984 65042.83684 42134.97077 76122.48462 57507.59204 35374.71858 47939.01936 51415.63011 57459.25751 33744.71616 43454.57325 45578.32894 72117.25379 39694.38683 56095.19343 57924.78589 39040.3949 60269.22188 40380.0492 31304.22743 46313.99979 114232.8747 79477.85549 53535.33914 69608.7243 68761.59881 45295.17002 37497.25615 41250.27638 55280.91726 26503.2018 31044.20301 61106.74113 52074.0852 68575.98466 83095.19573 45485.24754 48584.04463 54530.30296 41700.28718 107087.1903 56830.11797 42741.50405 45366.30163 55176.01892 37302.95978 46698.82728 47629.36653 58726.95013 42151.45387 65111.69019 26517.53859 42178.77751 251074.5858 205749.0084 22243.84005 112759.6587 124376.6894 115909.3057 89616.17811 126382.5332 131476.8588 103697.0058 135774.7167 116332.8612 132882.8831 124397.1511 124164.6615 124221.7308 NA NA
776.6871@3.73 776.6871 3.73 6377.212936 6664.905788 7215.166912 8057.735176 5754.51118 5024.693547 5334.144473 10878.05325 8659.745179 10578.85349 6062.918388 5616.30281 6639.736671 6916.714721 5215.824131 7574.647675 7625.515648 8302.589397 5029.022311 7271.425716 6830.186826 5936.095014 7233.812073 7285.961285 4636.240581 7446.161555 7715.918325 7278.553908 8431.006989 7521.854436 7282.481055 7038.613477 6650.087462 4853.381391 4391.629975 5675.27944 9098.521525 7361.67644 6299.738251 5611.3863 10198.31689 11714.25773 7645.638921 7694.3286 5773.831969 7934.738343 5456.104326 6817.119965 5544.086961 5963.567152 9174.172695 9869.870623 6568.846612 7360.37563 7909.953194 4834.200883 7455.468306 3301.35671 7947.953599 5569.684113 6561.082303 6329.966831 6383.681895 5902.711237 6524.978456 6055.74691 5521.421921 6387.075213 6797.14329 6453.151076 6929.712858 NA NA
777.5302@8.56 777.5302 8.56 73648.95696 92297.08309 213750.8158 113838.4045 332760.05 75089.15412 311053.7181 66059.80562 45378.33268 240645.335 168741.3091 94965.90557 110953.3449 33343.36047 58947.23243 82784.1946 65275.19843 52767.62336 78570.09929 286899.7258 13150.18571 158260.7205 148582.9168 207523.4398 58090.15024 130310.6773 258642.2105 165072.38 96353.60053 110441.1034 16906.66329 30902.48227 25697.81638 57282.46457 44764.15252 97649.04698 137914.3306 113101.4559 102041.3031 362604.5135 18897.53978 327269.3806 194270.0118 113842.6907 119219.7243 77930.62551 111283.783 57910.24501 114553.6873 274108.7326 342942.0177 91997.93061 140740.8033 82070.77105 45236.60913 288024.3492 206511.0877 135958.0742 89408.1427 249945.2542 256029.4537 52754.46009 56341.53617 248936.6759 46377.42002 52071.37378 53465.82221 252601.0603 45733.60994 45303.88287 50185.10923 NA NA
778.4626@8.07 778.4626 8.07 17878.35809 28900.02964 16903.36398 18077.85373 12622.34127 24091.02534 21456.54249 14843.41039 15235.75118 11985.48684 18788.26827 7677.881086 17901.58596 23368.31654 18698.55374 30117.43727 16993.25894 17586.98082 15834.48299 15815.12128 23720.53722 14565.52087 16471.34963 23525.79912 19677.3815 23422.08783 20659.00543 23476.70521 28190.65265 24733.91917 13534.44091 17712.71152 10762.85181 20689.7774 26882.55759 10419.48162 20999.85772 9178.57867 30819.22592 24391.82166 16618.80808 18485.53484 14454.53437 16805.05595 15494.05546 13843.25937 15424.22451 16925.97448 22376.13225 20910.01525 19111.84066 23128.13508 33491.99581 13834.17354 21182.7563 18933.73143 20067.48355 14463.8768 18859.33749 22746.31431 16725.71905 25774.60887 17646.8617 23258.12126 15976.09856 13615.37823 22039.73576 22785.28283 23263.13363 21108.96412 13425.67674 NA NA
778.4726@8.22 778.47260000000006 8.22 70781.56725 50069.32452 48493.82904 66567.5624 48635.49084 47827.17836 70931.20462 46220.7079 44914.57347 51087.33761 56202.52973 32014.58 30793.64653 45361.05466 73287.56636 61750.89438 54236.79822 64003.3694 51470.44891 67233.30346 47995.70184 48552.1752 48669.15428 80176.55411 57811.73372 45673.53153 63198.66097 69872.37394 51450.9608 50282.26045 45250.72166 44683.21289 27234.62174 29087.90167 58295.48773 42576.208 59074.5027 45768.21277 57069.42983 54143.79525 52846.6427 43458.69351 56641.93904 59780.4969 38917.08611 40136.55588 61461.53483 46306.81476 48567.66773 36074.14643 62542.25803 44572.47568 60812.66296 43322.38246 36753.4578 54202.09221 47058.10587 26713.05231 63506.66788 40758.35129 47456.56044 48096.76264 31167.83371 42814.11717 43165.30846 43557.67488 45391.13705 45357.30062 46524.62971 45577.25877 46780.44668 NA NA
779.5474@7.58 779.5474 7.58 39956.21044 12587.88042 12390.37314 18602.48584 30263.8241 7790.694996 15803.49915 16765.21533 46866.09275 10649.75741 31840.90363 53202.28127 18609.09332 38422.33888 43896.70822 27315.4354 21259.77533 24528.48706 27295.89166 22502.65537 19019.28901 21919.19605 12763.14754 49206.54725 15296.94157 17924.61884 22554.54123 31051.124 37484.7387 22248.27319 29489.12999 11633.28966 17615.49695 20329.83305 38172.11028 17160.51506 14966.04253 39063.70693 17734.13213 13252.65953 16003.77936 39391.02756 33511.64992 41978.77011 14205.13091 23902.36109 25134.08433 17554.77498 15450.91412 7898.751679 19058.05933 16351.54431 34568.76675 20997.68298 16622.2851 21540.6683 29271.32795 27046.07212 28910.28148 23766.34474 18349.4962 23489.94471 21796.01605 28846.04263 21464.62458 25143.06033 26979.15087 27331.99432 23715.09095 26138.81579 24728.60342 NA NA
779.5454@9.01 779.5454 9.01 905702.4635 740456.6332 10801184.43 1073274.791 565776.4114 829196.4546 931122.057 913566.555 545788.8168 537326.0861 1005889.078 365443.4738 515150.5925 561359.4246 1179245.026 479285.5498 771360.5458 876940.9108 939514.8471 26315246.69 698557.5473 993880.133 639415.9827 1000430.603 889147.8853 793219.1993 1624244.803 36547513.61 859445.0643 773051.0309 957997.2727 775725.5902 534002.9659 477988.3701 1005464.247 6750259.319 577260.3495 5739756.782 1263117.978 901125.9879 656961.7159 707588.2705 1311321.03 1540748.384 4820247.994 734632.0128 1176317.155 488124.2976 691002.7384 13097444.58 1261204.531 755193.0464 1132336.802 793375.9164 589372.9589 584734.9573 1371032.797 607960.3511 1494920.919 637153.159 787533.9385 564415.1434 829366.402 833501.4634 836871.9807 813856.8336 819548.4767 486179.8766 801068.5488 621846.2009 751719.4931 NA NA
779.5465@10.31 779.5465 10.31 686420.5787 351545.6822 381711.0544 424423.1135 517144.7663 359728.1398 550756.0767 427827.7909 364767.9599 634431.2268 516838.216 470497.2084 467473.1901 362651.8711 513385.6339 561721.5504 407463.1989 456541.3004 441373.8266 456013.8427 479939.2368 318913.3056 447740.9343 520970.5729 610721.1769 440107.5507 436276.1548 459271.4204 383583.611 545878.3597 410847.6584 442872.2881 303704.563 195812.393 355164.9309 325082.6625 548556.9649 447484.2224 541684.8019 546497.1901 412792.5299 472072.9903 369195.0966 512120.1991 333609.7963 543870.6381 463424.7224 351085.364 474398.3528 481589.7872 547217.6675 415818.9741 498250.8614 248831.7907 401294.5382 444934.6007 353268.7637 324447.3004 561052.0972 455360.8273 482623.3826 405734.3469 483514.7097 345351.9725 449723.4763 422112.4011 428211.3069 368698.1928 469913.4366 466434.9769 456473.1997 NA NA
779.5469@9.15 779.5469 9.15 1213065.539 19708670 597606.149 26130450.54 15370262.94 19754916.26 19441662.6 20389380.19 16431614.97 548863.6085 1016865.856 399867.6816 531498.1034 11330554.52 17864208.75 19778841 14829201.17 15068491.31 18109228.07 26343342.63 745540.3916 34855052.88 42473176.93 876890.3678 24231736.68 415328.6927 41399456.48 36578014.81 21617873.1 21019751.22 886574.13 11211614.51 639749.399 480165.9298 12512558.56 383019.7945 515999.7841 308858.6506 19520128.56 901812.204 1008317.847 19140930.64 12929921.72 26249303.75 4611560.601 706686.8139 22053958.42 21180569.49 31194761.03 568963.0002 1235280.818 21506446.41 29830994.17 13806138.35 595562.4943 54872685.87 17805018.43 570834.1511 20951768.22 16374011.41 15988824 16139974.45 15788354.86 16225994.68 15331486.06 15888774.51 16037183.43 15545653.87 15647262.33 16155677.1 15695164.89 NA NA
780.4946@8.23 780.4946 8.23 115245.4582 92173.76356 86445.21855 106244.1461 95652.03856 85275.81664 124735.7499 81714.22637 79370.02508 88974.32997 106188.0806 63882.93496 75305.82063 81664.34043 115602.1736 108088.9726 94913.53205 105089.486 96571.38075 114189.1045 96246.45278 88880.88396 88932.11739 137177.1588 119624.5483 91549.697 115598.1868 104176.6877 95948.84262 94723.00471 76328.75435 84724.44462 64761.48669 64182.43647 96434.77793 87040.26949 111659.287 72216.89474 107310.8121 99796.18736 95878.1722 84180.83118 103624.1123 118971.8435 79242.37725 85107.71738 109942.4419 88797.95962 90145.90876 80596.63047 114239.6268 86543.53492 113302.0859 87466.83432 75430.34622 105287.4141 75988.54272 63906.70033 115774.4479 91002.07453 94523.27395 93181.63731 78395.01884 84512.83006 87213.2938 68362.85023 83293.29716 86145.57359 91830.31571 87206.63893 0 NA NA
781.0544@9.73 781.0544 9.73 19115.71754 17072.64897 20310.40979 15688.4423 16873.84611 20649.48551 11808.29293 22740.79916 26990.81348 13844.40031 22625.2261 18347.01502 16193.56315 12691.50709 20049.12648 12447.00145 17873.80779 15620.04129 16023.16949 17403.72267 22878.91893 19247.14249 14220.32067 13753.07059 15816.04627 15211.43678 5027.790664 22027.03198 21897.27336 10731.21082 12883.74158 16284.38155 20939.31226 15494.21488 23504.14445 27522.42761 20144.19297 22672.68155 12428.34607 10911.15281 18997.4318 14035.48509 14416.26489 19416.01258 19050.30765 17413.13009 21861.03498 19906.72412 19899.03093 12523.48338 4075.453883 21682.70029 17568.96311 22942.86241 6013.143219 24971.12911 7432.728989 16308.43876 19820.74265 11360.86498 17711.92293 18229.40368 16780.67094 13968.32384 20817.22246 20138.00994 15764.71517 13531.46587 15087.09616 15213.46332 22359.67651 NA NA
781.5621@9.28 781.5621 9.28 16736608.86 5238421.678 13098657.2 13839772.86 9274748.544 13049545.06 13094013.54 5349278.103 5923290.022 19868879.94 7626351.915 8108124.161 9211805.745 7516085.626 8416878.782 12556658.26 11826932.71 7645654.133 10804134.44 4977418.11 13194104.96 10498921.05 10907693.56 15191520.07 20427564.67 14803020.36 7334005.909 4571470.677 6435583.551 12011214.05 12033373.75 6914281.659 6545518.248 1619642.145 4109255.452 7826319.945 10816995.19 4770672.025 9911448.935 13606298.91 13428640.58 12489537.76 4655842.152 9243864.133 3308029.945 20243456.97 9495999.933 13719859.82 15614098.12 14880230.84 22486138.23 7140693.902 7583221.904 2977468.37 9464703.219 6749501.346 3718417.886 5110769.42 5898206.846 8542537.012 8087323.218 8468340.119 8124172.489 8361782.127 8065945.331 8423615.844 8506358.679 8456627.156 8085761.58 8603483 8336140.803 NA NA
781.5633@9.65 781.5633 9.65 60179478.58 58827085.71 48587389.99 48725853.36 51178660.86 52224608.79 57858981.97 74986499.62 56732838.51 54146152.09 64022108.25 46823584.44 45412616.56 59885498.58 69236840.45 51323983.23 62448584.37 51993776.75 57826144.23 55293741.16 56151572.94 58506055.23 57371567.19 58187242.03 63593509.83 55014145.31 68238235.56 54143833.05 55117908.3 49654718.32 56960072.82 56143665.01 61955990.43 57878477.99 57776223.08 53236167.05 44738325.99 48401946.8 53952182.4 47907459.93 59365754.37 64798811.42 64699276.95 68313096.48 41924827.31 49768216.97 52980163.64 52933690.53 53308372.79 47148671.58 54053604.31 55216202.72 54303166.6 53262636.61 55087309.62 54579759.23 77154162.24 50066378.98 65005208.25 55170019.03 56607460.07 57770673.83 56780725.45 55180125.42 55354801.2 54920599.61 56865462.35 56131978.69 54980458.43 57243146.51 56854556.29 NA NA
782.0613@9.86 782.0613 9.86 71199.9399 110576.9409 73786.69953 74811.62024 92396.67253 77952.93943 87395.78631 77639.65625 110324.1095 90531.65913 112663.6721 82322.02734 53282.67052 81143.74612 121276.623 100910.9099 6049.72808 73943.42427 88580.34636 100580.5261 66187.20371 94916.28446 64205.26809 72977.71254 79229.09164 70966.71553 108567.733 62802.88607 92412.55366 79281.36967 99148.64417 78727.93467 66545.5831 97414.17707 83740.98578 81145.30378 91177.53047 97661.43735 77888.12646 93442.8912 96286.53137 116736.9756 96586.03136 80607.71241 62620.63556 102780.3721 51945.51376 87085.00292 74207.68725 99839.9267 79559.38338 86645.79239 100377.2494 84312.59726 79144.38129 86863.64743 0 94863.73256 116367.2389 70509.56949 111412.9941 122225.2447 64873.66993 98636.69243 112590.8255 0 80132.57574 3255.966283 112746.6499 3510.494842 70807.4438 NA NA
782.6303@9.93 782.6303 9.93 508655.8864 750726.744 365906.7274 633184.5105 144900.1744 517282.7473 411143.7364 686410.6481 479347.794 268341.9432 559903.3836 266726.1119 587145.6058 289089.1021 209804.0103 621367.0324 332108.7918 430775.5044 443572.127 472078.0118 401463.5206 742430.5342 479122.1923 426017.4101 330202.2652 147717.6853 232096.0833 763700.2086 345658.0125 545162.5979 249814.5994 547832.6175 272552.6744 427849.7766 717332.4331 430828.8274 299048.9295 158726.9162 464144.1608 605230.6193 161974.7828 289592.9477 441834.1586 389787.433 485168.2598 148013.3518 390681.3925 163788.1992 419342.166 374531.336 500366.428 91376.86612 505735.3662 656148.2633 307264.0083 698253.2553 739568.3335 160069.7914 683654.5025 342986.9439 448266.1371 427734.2578 517750.5122 175370.4122 321379.1745 464015.9204 199036.1688 458016.2931 487797.6926 432238.1643 504339.4932 NA NA
783.5779@7.49 783.5779 7.49 45034.966590000004 25249.18508 23290.3842 29460.30492 50991.7635 19967.4014 26995.1626 52065.29121 59586.39229 22182.34986 40630.71578 49430.15642 30581.86422 33480.27047 54539.12521 44638.47101 46163.29477 40415.37547 38986.53399 35488.54514 25336.42423 46062.91567 23213.86274 56940.62192 20351.99669 34188.74569 36553.99243 29857.64734 46989.46565 25401.90002 34590.84916 25876.24367 22067.15603 30145.61393 49459.78267 22958.97982 29082.75239 50215.966 31052.01965 27220.21374 24272.001079999998 50207.6878 26052.5752 41534.48916 29602.0609 37451.83248 38133.55765 29213.5016 29696.10576 15592.87695 32934.00454 28403.6278 59961.41894 41736.37877 29065.02321 62416.49517 50080.3191 45204.25176 48316.89842 83364.8306 89366.87855 95984.17979 27970.36453 84288.13382 82961.48839 92284.30387 60859.12922 95163.03048 92770.03925 55042.03031 87433.0464 NA NA
783.5792@9.99 783.5792 9.99 13431874.38 8775355.457 23131324.03 30940101.8 11596668.74 26579051.45 32161497.78 9851923.925 27239020.7 37768576.14 14168945.08 14798111.87 14387027.26 35350921.72 36452911.93 12739964.99 17296581.2 34547654.21 27712023.01 30591529.97 15524586.01 12026163.14 26467164.07 17120521.06 17299164.66 24796885.4 35230734.52 23724127.03 25051975.16 32800832.12 18326999.99 26005305.77 15966938.85 18634935.51 32138397.53 18377160.79 20053568.11 11961779.96 45753324.8 35643254.84 32399814.28 44762440.62 26862461.58 42439927.72 22553317.87 22605916.5 33381704.3 14326542.46 15088451.52 16176175.73 37128256.69 10230999.65 10280935.63 24596611.35 30564264.87 26174897.65 12893003.8 26591254.41 45283049.09 12579996.7 29710522.41 29675080.01 27794358.43 13068315.54 25872513.35 12381727.22 28566730.87 29334930.15 12183980.85 12068968.65 29489846.46 NA NA
783.5802@9.99 783.5802 9.99 13422644.62 22432966.05 11686427.58 31612831.78 31622297.13 27208569.45 33195690.65 24682679.57 10221870.14 17436686.35 26649891.01 20012493.68 11890815.76 7940523.25 11470087.96 23115628.42 23526814.83 35325919.65 28513173.14 9702767.914 29303836.99 11432884.42 29751843.54 15978501.54 16262390.9 16613392.14 7474883.914 26303001.04 27521946.08 32951281.85 17313252.11 10081164.7 17997280.33 19306468.52 31973536.27 18973973.7 20840491.48 27954910.23 45397439.62 12044037.58 14923160.14 10810966.3 27032571.41 7331041.591 20825459.76 26633759.04 34301950.72 33680539.98 25949509.41 23449391.87 38515817.71 28319612.9 23341909.67 7135155.532 13777259.99 9337647.194 10248272.98 27265742.1 46894315.97 29645531.94 30331547.79 11726825.4 11149893.63 12434932.25 10829802.39 28457083.99 30606912.43 28176620.19 27559527.41 29992284.1 27649093.9 NA NA
